Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
bike-norco-search-xr-a1,NORCO SEARCH XR A1,"<p><span>The Search XR Aluminum is up for whatever spontaneous, uncharted, off-piste adventure you can conjure.</span><br><br><span>Whether you’ve put in months of planning, or you simply decided to turn right on a whim, there’s a Search XR built to thrive wherever your adventurous spirit and love of the long haul take you.</span><br><br><span>- Aluminum adventure frame maximizes comfort and reduces fatigue.</span><br><span>- Different geometries between drop bar, flat bar and suspension models.</span><br><span>- A little slacker and longer than your typical Gravel machine.</span><br><span>- Internal routing keeps cables secure and protected from the elements.</span><br><span>- Up to 50mm tire clearance for comfort and control on-and-off road.</span><br><span>- Ample water-carrying capacity and stealth accessory mounts.</span><span></span></p>
<h3>Specs</h3>
<table data-ui=""product-information-specifications"" class=""table seProductSpecTable"">
<tbody>
<tr>
<th id=""Spec__1"">Frame</th>
<td>Butted Aluminum, Smooth Welds</td>
</tr>
<tr>
<th id=""Spec__2"">Fork</th>
<td>Full Carbon, Through Axle</td>
</tr>
<tr>
<th id=""Spec__3"">Rims</th>
<td>Alloy Pinned, 28H, 23mm ID</td>
</tr>
<tr>
<th id=""Spec__4"">Hubs</th>
<td>Front: Bear Pawls Sealed Bearing, 12x100mm, 6 bolt Rear: Bear Pawls Sealed Bearing, 12x142mm, HG, 6 Bolt</td>
</tr>
<tr>
<th id=""Spec__5"">Spokes</th>
<td>Sapim Leader, Black</td>
</tr>
<tr>
<th id=""Spec__6"">Tires</th>
<td>Vittoria Terreno Dry 700x40c Graphene 2.0</td>
</tr>
<tr>
<th id=""Spec__7"">Crankset</th>
<td>FSA Omega Modular 46/30 AGX+, 170mm (49, 52cm), 172.5mm (55, 58cm), 175mm (61cm)</td>
</tr>
<tr>
<th id=""Spec__8"">Shifters</th>
<td>Shimano GRX ST-RX600</td>
</tr>
<tr>
<th id=""Spec__9"">Front Derailleur</th>
<td>Shimano GRX RD-RX810 Shadow RD+</td>
</tr>
<tr>
<th id=""Spec__10"">Rear Derailleur</th>
<td>Shimano GRX FD-RX810</td>
</tr>
<tr>
<th id=""Spec__11"">Cassette/Freewheel</th>
<td>Shimano 105 CS-R7000, 11-34T, 11 Speed</td>
</tr>
<tr>
<th id=""Spec__12"">Chain</th>
<td>KMC X11</td>
</tr>
<tr>
<th id=""Spec__13"">Brakes</th>
<td>Front: Shimano GRX BR-RX400, Resin Pads Rear: Shimano GRX BR-RX400, Resin Pads</td>
</tr>
<tr>
<th id=""Spec__14"">Rotors</th>
<td>Shimano SM-RT66, 160mm</td>
</tr>
<tr>
<th id=""Spec__15"">Brake Levers</th>
<td>Shimano GRX RX600</td>
</tr>
<tr>
<th id=""Spec__16"">Handlebars</th>
<td>Norco Super Flare Aluminum, 16 Degree Flare, 40cm (49), 42cm (52), 44cm (55), 46cm (58, 61)</td>
</tr>
<tr>
<th id=""Spec__17"">Tape/Grips</th>
<td>Griptacular Shockproof Tape</td>
</tr>
<tr>
<th id=""Spec__18"">Stem</th>
<td>Norco SL Aluminum, 31.8mm Clamp, 70mm (49), 80mm (52), 90mm (55), 100mm (58), 110mm (61)</td>
</tr>
<tr>
<th id=""Spec__19"">Headset</th>
<td>Sealed Cartridge Bearing</td>
</tr>
<tr>
<th id=""Spec__20"">Seatpost</th>
<td>Aluminum 27.2mm</td>
</tr>
<tr>
<th id=""Spec__21"">Saddle</th>
<td>Selle Royal Gravel with Cutout</td>
</tr>
<tr>
<th id=""Spec__22"">Pedals</th>
<td>City Resin</td>
</tr>
</tbody>
</table>",Norco,,Bikes - Gravel/CX,"bike, gravel, norco, road",true,Color,Green/Black,Size,49cm,,,'210000054872,0.0,shopify,deny,manual,2800.00,,true,true,'058817591556,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/iihbvr9xrvdk9yaha2ku.png?v=1710011877,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/vlybiqtol4ozyq0oluoz.png?v=1710011879,kg,,,true,,,true,,,true,,,active
bike-norco-search-xr-a1,,,,,,,,,Green/Black,,52cm,,,'210000043562,0.0,shopify,deny,manual,2800.00,,true,true,'058817591563,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/vlybiqtol4ozyq0oluoz.png?v=1710011879,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/iihbvr9xrvdk9yaha2ku.png?v=1710011877,kg,,,,,,,,,,,,
bike-norco-search-xr-a1,,,,,,,,,Green/Black,,61cm,,,'210000054997,0.0,shopify,deny,manual,2800.00,,true,true,'058817591617,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/ewy9oqcnxz6eu93o2gsn.png?v=1710011881,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/ewy9oqcnxz6eu93o2gsn.png?v=1710011881,kg,,,,,,,,,,,,
bike-norco-coaster-16-16,NORCO COASTER 16,"<p><span>Norco's 16"" Coaster mountain bikes are perfect for getting your 4 to 5-year-old youngster riding trails and having fun. These bikes feature Norco's rugged but lightweight aluminum frame, 16-inch wheels, and quality components across the board. With a familiar coaster brake and rear hand brake on the Coaster, young riders can confidently get rolling and dependably stop. They'll love the eye-catching colors and comfortable seat as they experience two-wheeled fun and freedom.</span><br><br><span>- Lightweight alloy frame</span><br><span>- Kid-sized components</span><br><span>- Coaster brake with rear hand brake</span><br><span>- MTB tread tires</span><br><span>- Training wheels included</span></p>
<h3>Specs</h3>
<table data-ui=""product-information-specifications"" class=""table seProductSpecTable"">
<tbody>
<tr>
<th id=""Spec__1"">Frame</th>
<td>Lightweight aluminum low standover frame</td>
</tr>
<tr>
<th id=""Spec__2"">Fork</th>
<td>Rigid hi-ten steel</td>
</tr>
<tr>
<th id=""Spec__3"">Headset</th>
<td>Threadless 1-1/8” ball bearing type</td>
</tr>
<tr>
<th id=""Spec__4"">Rims/Wheels</th>
<td>Aluminum 16” MTB</td>
</tr>
<tr>
<th id=""Spec__5"">Hubs</th>
<td>Front: Alloy hub w/ball bearing<br>Rear: Steel coaster brake</td>
</tr>
<tr>
<th id=""Spec__6"">Spokes</th>
<td>Steel UPC black</td>
</tr>
<tr>
<th id=""Spec__7"">Tires</th>
<td>16” x 1.95” w/MTB tread</td>
</tr>
<tr>
<th id=""Spec__8"">Crankset</th>
<td>Aluminum 3pc crank</td>
</tr>
<tr>
<th id=""Spec__9"">Chainrings</th>
<td>30T</td>
</tr>
<tr>
<th id=""Spec__10"">Bottom Bracket</th>
<td>MTB style BB with sealed cartridge bearing</td>
</tr>
<tr>
<th id=""Spec__11"">Chain</th>
<td>KMC Z410A</td>
</tr>
<tr>
<th id=""Spec__12"">Cassette/Rear Cogs</th>
<td>16T sprocket</td>
</tr>
<tr>
<th id=""Spec__13"">Handlebars</th>
<td>Alloy 31.8mm riser bar</td>
</tr>
<tr>
<th id=""Spec__14"">Tape/Grips</th>
<td>Jr. MTB type, soft rubber</td>
</tr>
<tr>
<th id=""Spec__15"">Stem</th>
<td>Alloy 35mm</td>
</tr>
<tr>
<th id=""Spec__16"">Brakes</th>
<td>Rear Alloy V-Brake with linear spring and rear coaster brake</td>
</tr>
<tr>
<th id=""Spec__17"">Pedals</th>
<td>Super Jr. MTB Flats</td>
</tr>
<tr>
<th id=""Spec__18"">Saddle</th>
<td>Norco Super Jr. Saddle</td>
</tr>
<tr>
<th id=""Spec__19"">Seat Post</th>
<td>Alloy 27.2mm</td>
</tr>
<tr>
<th id=""Spec__20"">Accessories &amp; Extras</th>
<td>Jr. training wheel with support brace included</td>
</tr>
</tbody>
</table>",Norco,,Bikes - Youth,"16, 1speed, 2019, aluminum, bike, coaster, kids, youth",true,Color,Pink/Blue,,,,,'210000032183,0.0,shopify,deny,manual,450.00,,true,true,'058817360695,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/rlrv5rqhvj9ery8ons8k.png?v=1710173802,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/rlrv5rqhvj9ery8ons8k.png?v=1710173802,kg,,,true,,,true,,,true,,,active
bike-norco-coaster-16-16,,,,,,,,,Blue/Orange,,,,,'210000032485,0.0,shopify,deny,manual,450.00,,true,true,'058817360688,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/chgkwrhcztnfliwqswkv.png?v=1710173804,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/chgkwrhcztnfliwqswkv.png?v=1710173804,kg,,,,,,,,,,,,
bike-norco-fluid-fs2-2-20-kids-2023,"NORCO FLUID FS2.2 20""","<p><span>Bringing our progressive design to 7-10 year old riders requires more than just shorter measurements, and smaller tubes – we built the Fluid FS 2 20 with low standover, longer reach, and youth-tuned suspension components.</span><br><br><span>The Fluid FS 2 20 features 100mm of X-Fusion 02 Pro rear suspension matched to a Manitou J-Unit Expert Air 120mm fork. It features Norco youth-specific touch points, a Shimano Zee/Deore 10-speed drivetrain and Tektro hydraulic disc brakes.</span><br><br><span>- Aluminum Full-Suspension Frame</span><br><span>- Manitou Machette J-Unit 20"" TS Air Fork</span><br><span>- Shimano Zee/Deore Drivetrain</span><br><span>- Vee Rubber Crown Gem 20 x 2.25"" Tires</span></p>
<div aria-labelledby=""SpecsTab"" data-tab-selector=""specs"" role=""tabpanel"" data-ui=""product-tab-panel-specifications"" class=""tab-pane seProductSpecsPane"" id=""ProductSpecs"" tabindex=""0"">
<h3>Specs</h3>
<table data-ui=""product-information-specifications"" class=""table seProductSpecTable"">
<tbody>
<tr>
<th id=""Spec__1"">Frame</th>
<td>6061 Aluminum, 100mm Travel, tapered headtube, boost axle spacing, ISCG05 mount</td>
</tr>
<tr>
<th id=""Spec__2"">Fork</th>
<td>Manitou J-Unit 20"", TS Air, Alloy Steerer 120mm Travel</td>
</tr>
<tr>
<th id=""Spec__3"">Headset</th>
<td>FSA #57 E</td>
</tr>
<tr>
<th id=""Spec__4"">Rear Shock</th>
<td>X-Fusion 02 Pro R, custom light tune</td>
</tr>
<tr>
<th id=""Spec__5"">Rims/Wheels</th>
<td>Alloy Double Wall Disc</td>
</tr>
<tr>
<th id=""Spec__6"">Hubs</th>
<td>Front: Alloy 6 Bolt Disc, Boost 15x110<br>Rear: Alloy 12x148mm Boost</td>
</tr>
<tr>
<th id=""Spec__7"">Spokes</th>
<td>Stainless 14g, Black</td>
</tr>
<tr>
<th id=""Spec__8"">Tires</th>
<td>Vee Rubber Crown Gem 20x2.25"", Skinwall</td>
</tr>
<tr>
<th id=""Spec__9"">Crankset</th>
<td>Samox AM38J 3 piece 140mm, narrow/wide</td>
</tr>
<tr>
<th id=""Spec__10"">Chainrings</th>
<td>30T</td>
</tr>
<tr>
<th id=""Spec__11"">Bottom Bracket</th>
<td>Square taper</td>
</tr>
<tr>
<th id=""Spec__12"">Chain</th>
<td>KMC X10</td>
</tr>
<tr>
<th id=""Spec__13"">Rear Derailleur</th>
<td>Shimano Zee RD-M640</td>
</tr>
<tr>
<th id=""Spec__14"">Cassette/Rear Cogs</th>
<td>Shimano Deore CS-HG50 11-36T</td>
</tr>
<tr>
<th id=""Spec__15"">Shifters</th>
<td>Shimano Deore SL-M6000 10 speed</td>
</tr>
<tr>
<th id=""Spec__16"">Handlebars</th>
<td>Alloy, 620mm, 15mm Rise</td>
</tr>
<tr>
<th id=""Spec__17"">Tape/Grips</th>
<td>Norco Jr 92mm, lock on</td>
</tr>
<tr>
<th id=""Spec__18"">Stem</th>
<td>35mm reach MTB</td>
</tr>
<tr>
<th id=""Spec__19"">Brakes</th>
<td>Tektro HD-M276 Hydraulic, Jr lever, 160mm</td>
</tr>
<tr>
<th id=""Spec__20"">Pedals</th>
<td>Jr flat resin, metal pins</td>
</tr>
<tr>
<th id=""Spec__21"">Saddle</th>
<td>Norco Jr. MTB Saddle</td>
</tr>
<tr>
<th id=""Spec__22"">Seat Post</th>
<td>Norco alloy post with micro adjust head</td>
</tr>
</tbody>
</table>
<p class=""seSpecsDisclaimer"">* Subject to change without notice.</p>
</div>",Norco,,Bikes - Youth,"aluminum, bike, fullsuspension, kids, mountain, mtb",true,Color,Black/Grey,,,,,'210000051916,0.0,shopify,deny,manual,2500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0647/3711/6339/files/210000042210_1.png?v=1710300870,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
bike-norco-fluid-fs-2-2-20-2024,"bike - Norco FLUID FS 2.2 20"" 2024",,Norco,,Bikes - Youth,"130, 140, 20, 29, bike, fluid, fullsuspension, kids, mtb, norco",false,Color,Electric Blue/Charcoal,,,,,'210000053367,0.0,shopify,deny,manual,2400.00,2400.00,true,true,'058817436635,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/idhcyxo9d5pnzivzykpf.png?v=1710174965,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/idhcyxo9d5pnzivzykpf.png?v=1710174965,kg,,,true,,,true,,,true,,,draft
bike-norco-fluid-fs-4-2022,bike - Norco FLUID FS 4 2022,,NORCO,,Bikes - Mountain,"2022, fs, fullsuspension, mountain, mtb, mtn",false,Color,Black,Size,Small,,,'210000043624,0.0,shopify,deny,manual,3000.00,3000.00,true,true,'058817581458,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/drboiq52z0wrd2fc9sdc.jpg?v=1710176242,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/drboiq52z0wrd2fc9sdc.jpg?v=1710176242,kg,,,true,,,true,,,true,,,draft
bike-norco-fluid-fs-4-2022,,,,,,,,,Black,,Medium,,,'210000043625,0.0,shopify,deny,manual,3000.00,2699.00,true,true,'058817581489,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/ffuuxeddhdvlilafyimw.jpg?v=1710176244,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/ffuuxeddhdvlilafyimw.jpg?v=1710176244,kg,,,,,,,,,,,,
bike-norco-fluid-fs-4-2022,,,,,,,,,Black,,Extra Large,,,'210000043627,0.0,shopify,deny,manual,2700.00,2699.00,true,true,'058817581618,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/wejvalofq6kgwuzma6yh.png?v=1710176246,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/wejvalofq6kgwuzma6yh.png?v=1710176246,kg,,,,,,,,,,,,
bike-norco-fluid-fs-4-2022,,,,,,,,,Red/Black,,Small,,,'210000043628,0.0,shopify,deny,manual,2700.00,2699.00,true,true,'058817582271,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/eqwxnwmxovsv4zqk4a7h.png?v=1710176248,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/eqwxnwmxovsv4zqk4a7h.png?v=1710176248,kg,,,,,,,,,,,,
bike-norco-fluid-fs-4-2022,,,,,,,,,Red/Black,,Medium,,,'210000043629,0.0,shopify,deny,manual,2700.00,2699.00,true,true,'058817582288,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/gaghgyurxljgpgfxhtx6.png?v=1710176250,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/gaghgyurxljgpgfxhtx6.png?v=1710176250,kg,,,,,,,,,,,,
bike-norco-fluid-fs-4-2022,,,,,,,,,Red/Black,,Large,,,'210000043630,0.0,shopify,deny,manual,2700.00,2699.00,true,true,'058817582295,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/ia9ynh4wada7ffjvgr6o.png?v=1710176252,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/ia9ynh4wada7ffjvgr6o.png?v=1710176252,kg,,,,,,,,,,,,
bike-norco-fluid-fs-a1,NORCO FLUID FS A1,"<h3>Details</h3>
<div data-ui=""product-information-detail"" class=""row"">
<div class=""col-sm-6"">
<p data-ui=""product-information-detail-description"" class=""seProductPrimaryDescription"">EVERY RIDER, EVERY TRAIL<br><br>The Norco Fluid can dive into corners. And carve sweeping turns. It's as happy mixing it up in the backwoods, as it is rolling local trails. It can elevate beginner riders to intermediate. And carry intermediates to expert. It can take your weekend hobby and turn it into a lifestyle.<br><br>While so many bikes are made for a specific something or somebody, what the world needs is a bike built for every rider and every trail.<br><br>That's the Norco Fluid.<br><br>RIDER BENEFITS<br><br>THREAD THE NEEDLE<br>- Intuitive precision handling to pick the perfect line.<br>- Engineered using the same Norco technology and process as our top-tier Trail bikes to give you the ride of your life no matter what path you follow.<br><br>POTENTIAL FULFILLED<br>- Top-tier design and features over-deliver as skills evolve.<br>- 6061 aluminum frame gives experienced Trail riders what they need to ride their best and helps evolving riders develop new skills and preferences without limits.<br><br>CUSTOM TUNED SUSPENSION<br>- Sophisticated suspension components for full-platform performance and tunability.<br>- Precision-engineered 130mm rear suspension features custom-tuned dampers co-developed with the shock manufacturers provides fully customized suspension setup and performance for every rider.<br><br>ROOM TO MOVE<br>- Long-travel droppers and generous standover get you through the rough stuff.<br>- Long-travel, size-specific 34.9mm dropper posts and low-slung top tubes create lots of room to move, letting you roll confidently through challenging terrain and push your limits.<br><br>PERFORMANCE FOR ALL<br>- Refined design and expanded size range for accessible Trail performance.<br>- Boutique-level fit &amp; finish is available in 5 frame sizes, delivering superior Trail performance to riders between 5'1"" and 6'7"" with components selected to offer peak performance and durability.<br><br>RIDE ALIGNED<br>- Perfect fit, dialed handling and personalized setup in minutes.<br>- The Ride Aligned Design System matches each Fluid FS to the human who rides it.<br>- Rider-first geometry and suspension kinematics combine with custom fit and suspension tuning for personalized performance from day one.</p>
<h3>Specs</h3>
<table data-ui=""product-information-specifications"" class=""table seProductSpecTable"">
<tbody>
<tr>
<th id=""Spec__1"">Frame</th>
<td>6061 Alloy, 130mm Travel</td>
</tr>
<tr>
<th id=""Spec__2"">Fork</th>
<td>Fox FLOAT Factory 34 GRIP2, 140mm Travel, 44mm Offset</td>
</tr>
<tr>
<th id=""Spec__3"">Rear Shock</th>
<td>Fox FLOAT X Performance Elite, 2-pos, Custom Tune, 210x450mm</td>
</tr>
<tr>
<th id=""Spec__4"">Rims</th>
<td>Stan's Flow S1 29"" 32H</td>
</tr>
<tr>
<th id=""Spec__5"">Hubs</th>
<td>Front: Bear Pawls Sealed Bearing, 15x110mm Boost, 6 Bolt<br>Rear: Bear Pawls Sealed Bearing, 12x148mm Boost, Micro Spline, 6 Bolt</td>
</tr>
<tr>
<th id=""Spec__6"">Spokes</th>
<td>Stainless, Black</td>
</tr>
<tr>
<th id=""Spec__7"">Tires</th>
<td>Front: Vittoria Mazza 2.4"" Trail G2.0, Folding<br>Rear: Vittoria Martello 2.35"" Trail G2.0, Folding</td>
</tr>
<tr>
<th id=""Spec__8"">Bottom Bracket</th>
<td>Praxis M24 Cartridge Bearing, BSA Threaded</td>
</tr>
<tr>
<th id=""Spec__9"">Crankset</th>
<td>Praxis G2 Cadet M24, 30T</td>
</tr>
<tr>
<th id=""Spec__10"">Shifters</th>
<td>Shimano XT SL-M8100-IR I-Spec EV</td>
</tr>
<tr>
<th id=""Spec__11"">Rear Derailleur</th>
<td>Shimano XT RD-M8100</td>
</tr>
<tr>
<th id=""Spec__12"">Cassette/Freewheel</th>
<td>Shimano XT, 10-51, 12 Speed</td>
</tr>
<tr>
<th id=""Spec__13"">Chain</th>
<td>Shimano XT</td>
</tr>
<tr>
<th id=""Spec__14"">Brakes</th>
<td>TRP Trail EVO, 4 Piston, Organic Pads</td>
</tr>
<tr>
<th id=""Spec__15"">Rotors</th>
<td>Front: TRP TR203-29, 203mm<br>Rear: TRP TR180-29, 180mm</td>
</tr>
<tr>
<th id=""Spec__16"">Brake Levers</th>
<td>TRP Trail EVO</td>
</tr>
<tr>
<th id=""Spec__17"">Handlebars</th>
<td>TranzX 6061 Butted Alloy, 780mm, 20mm Rise</td>
</tr>
<tr>
<th id=""Spec__18"">Tape/Grips</th>
<td>VP Lock-On</td>
</tr>
<tr>
<th id=""Spec__19"">Stem</th>
<td>6061 Alloy, 50mm Length, 35mm Clamp</td>
</tr>
<tr>
<th id=""Spec__20"">Headset</th>
<td>Sealed Bearing, Tapered</td>
</tr>
<tr>
<th id=""Spec__21"">Seatpost</th>
<td>SDG Tellis Dropper, 34.9mm</td>
</tr>
<tr>
<th id=""Spec__22"">Saddle</th>
<td>Fizik Alpaca Terra with Wingflex</td>
</tr>
<tr>
<th id=""Spec__23"">Pedals</th>
<td>VP Nylon Flat</td>
</tr>
</tbody>
</table>
</div>
</div>",Norco,,Bikes - Mountain,"130, 140, 29, aluminium, bike, fluid, mountain, mtb, norco, xt",true,Color,Green,Size,Small,,,'210000057249,0.0,shopify,deny,manual,4900.00,,true,true,'058817566097,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/nfksf91ijbsb7eoci2lg.png?v=1710176480,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/nfksf91ijbsb7eoci2lg.png?v=1710176480,kg,,,true,,,true,,,true,,,active
bike-norco-fluid-fs-a2-2024,NORCO FLUID FS2 (Alloy),"<h3 class=""product-details-ecomm__writeup__title"">2024 Fluid FS A2</h3>
<div>The Norco Fluid FS A2 is built to tackle whatever trail leads to becoming the rider you want to be. Named Pinkbike’s Value Bike of the Year, Vital MTB’s Bike of the Year, and most recently, Bicycling Magazine’s Best Value Trail Bike.</div>
<div></div>
<div>
<h3>Details</h3>
<div data-ui=""product-information-detail"" class=""row"">
<div class=""col-sm-6"">
<p data-ui=""product-information-detail-description"" class=""seProductPrimaryDescription"">RIDER BENEFITS<br><br>THREAD THE NEEDLE<br>- Intuitive precision handling to pick the perfect line.<br>- Engineered using the same Norco technology and process as our top-tier Trail bikes to give you the ride of your life no matter what path you follow.<br><br>POTENTIAL FULFILLED<br>- Top-tier design and features over-deliver as skills evolve.<br>- 6061 aluminum frame gives experienced Trail riders what they need to ride their best and helps evolving riders develop new skills and preferences without limits.<br><br>CUSTOM TUNED SUSPENSION<br>- Sophisticated suspension components for full-platform performance and tunability.<br>- Precision-engineered 130mm rear suspension features custom-tuned dampers co-developed with the shock manufacturers provides fully customized suspension setup and performance for every rider.<br><br>ROOM TO MOVE<br>- Long-travel droppers and generous standover get you through the rough stuff.<br>- Long-travel, size-specific 34.9mm dropper posts and low-slung top tubes create lots of room to move, letting you roll confidently through challenging terrain and push your limits.<br><br>PERFORMANCE FOR ALL<br>- Refined design and expanded size range for accessible Trail performance.<br>- Boutique-level fit &amp; finish is available in 5 frame sizes, delivering superior Trail performance to riders between 5'1"" and 6'7"" with components selected to offer peak performance and durability.<br><br>RIDE ALIGNED<br>- Perfect fit, dialed handling and personalized setup in minutes.<br>- The Ride Aligned Design System matches each Fluid FS to the human who rides it.<br>- Rider-first geometry and suspension kinematics combine with custom fit and suspension tuning for personalized performance from day one.</p>
<h3>Specs</h3>
<table data-ui=""product-information-specifications"" class=""table seProductSpecTable"">
<tbody>
<tr>
<th id=""Spec__1"">Frame</th>
<td>6061 Alloy, 130mm Travel</td>
</tr>
<tr>
<th id=""Spec__2"">Fork</th>
<td>Marzocchi Bomber Z2, 140mm Travel, 44mm Offset</td>
</tr>
<tr>
<th id=""Spec__3"">Rear Shock</th>
<td>Fox FLOAT X Performance, Custom Tune, 210x50mm</td>
</tr>
<tr>
<th id=""Spec__4"">Rims</th>
<td>Stan's Flow D, 29"", 32H</td>
</tr>
<tr>
<th id=""Spec__5"">Hubs</th>
<td>Front: Bear Pawls Sealed Bearing, 15x110mm Boost, 6 Bolt<br>Rear: Bear Pawls Sealed Bearing, 12x148mm Boost, Micro Spline, 6 Bolt</td>
</tr>
<tr>
<th id=""Spec__6"">Spokes</th>
<td>Stainless, Black</td>
</tr>
<tr>
<th id=""Spec__7"">Tires</th>
<td>Front: Vittoria Mazza 2.4"" Trail G2.0, Folding<br>Rear: Vittoria Martello 2.35"" Trail G2.0, Folding</td>
</tr>
<tr>
<th id=""Spec__8"">Bottom Bracket</th>
<td>Praxis M24 Cartridge Bearing, BSA Threaded</td>
</tr>
<tr>
<th id=""Spec__9"">Crankset</th>
<td>Praxis G2 Cadet M24, 30T</td>
</tr>
<tr>
<th id=""Spec__10"">Shifters</th>
<td>Shimano SLX SL-M7100-IR I-Spec EV</td>
</tr>
<tr>
<th id=""Spec__11"">Rear Derailleur</th>
<td>Shimano XT RD-M8100</td>
</tr>
<tr>
<th id=""Spec__12"">Cassette/Freewheel</th>
<td>Shimano SLX, 10-51, 12 Speed</td>
</tr>
<tr>
<th id=""Spec__13"">Chain</th>
<td>Shimano Deore</td>
</tr>
<tr>
<th id=""Spec__14"">Brakes</th>
<td>TRP Slate EVO, 4 Piston, Organic Pads</td>
</tr>
<tr>
<th id=""Spec__15"">Rotors</th>
<td>Front: TRP TR203-29, 203mm<br>Rear: TRP TR203-29, 180mm</td>
</tr>
<tr>
<th id=""Spec__16"">Brake Levers</th>
<td>TRP Slate EVO</td>
</tr>
<tr>
<th id=""Spec__17"">Handlebars</th>
<td>e*thirteen 800mm, 20mm Rise</td>
</tr>
<tr>
<th id=""Spec__18"">Tape/Grips</th>
<td>WTB Waffle, Lock-On</td>
</tr>
<tr>
<th id=""Spec__19"">Stem</th>
<td>6061 Alloy, 40mm Length, 35mm Clamp</td>
</tr>
<tr>
<th id=""Spec__20"">Headset</th>
<td>Sealed Bearing, Tapered</td>
</tr>
<tr>
<th id=""Spec__21"">Seatpost</th>
<td>SDG Tellis Dropper, 34.9mm</td>
</tr>
<tr>
<th id=""Spec__22"">Saddle</th>
<td>Fizik Alpaca Terra with Wingflex</td>
</tr>
<tr>
<th id=""Spec__23"">Pedals</th>
<td>VP Nylon Flat</td>
</tr>
</tbody>
</table>
<p class=""seSpecsDisclaimer"">* Subject to change without notice.</p>
</div>
</div>
<ul></ul>
</div>
<div class=""product-details-ecomm__writeup__buttons""></div>",Norco,,Bikes - Mountain,"130, 140, aluminium, bike, fluid, mountain, mtb, norco, trail",true,Size,Large,Color,SIlver/Black,,,'210000057216,0.0,shopify,deny,manual,3200.00,4000.00,true,true,'058817566462,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/12.png?v=1710680555,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/oyybjl9khis0fi4obdgo.png?v=1710680555,kg,,,true,,,true,,,true,,,active
bike-norco-fluid-fs-a2-2024,,,,,,,,,Large,,Blue/Copper,,,'210000050415,0.0,shopify,deny,manual,3200.00,4000.00,true,true,'058817566516,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/oyybjl9khis0fi4obdgo.png?v=1710680555,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0647/3711/6339/files/12.png?v=1710680555,kg,,,,,,,,,,,,
